,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
800,"Tech Manager, Software Engineering - Data",-1,Job Description,3.2,"Macy's
3.2","Johns Creek, GA","New York, NY",10000+ employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Dillard's, J. C. Penney, Nordstrom"
801,Business Development - Data Supply Partnerships (Veraset),-1,Job Description,4.4,"SafeGraph
4.4","New York, NY","San Francisco, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1
802,Director Data Science,$124K-$199K (Glassdoor est.),Job Description,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
803,Data Engineer,$58K-$104K (Glassdoor est.),Job Description,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1
804,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),Job Description,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON"
805,"Senior Scientist, Logic Gated CAR T Cell Therapy",-1,Job Description,5,"Senti Biosciences
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
806,Senior Data Engineer,$97K-$181K (Glassdoor est.),Job Description,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
807,Senior Data Engineer,$100K-$173K (Glassdoor est.),Job Description,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost"
808,Sr. Data Analyst,$58K-$108K (Glassdoor est.),Job Description,3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
809,Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),Job Description,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA"
810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com"
811,Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),Job Description,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1
812,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
813,"Sr. Manager, Data Science - Marketing Mix Media",-1,Job Description,3.8,"Oportun. Inc
3.8",Maryland,"San Carlos, CA",1001 to 5000 employees,2005,Company - Public,Lending,Finance,Unknown / Non-Applicable,"LendingClub, SoFi, Capital One"
814,"Sr. Scientist, Toxicology",-1,Job Description,4.1,"Apellis Pharmaceuticals
4.1","Waltham, MA","Waltham, MA",201 to 500 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
815,Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),Job Description,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA"
816,"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
817,Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),Job Description,3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 to 1000 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1
818,"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),Job Description,3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health"
819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,Job Description,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
820,Sr. Data Analyst,$50K-$89K (Glassdoor est.),Job Description,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
821,"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),Job Description,3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba"
822,Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),Job Description,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1
823,"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),Job Description,3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
824,Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),Job Description,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
825,"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),Job Description,3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1
826,"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm"
827,Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),Job Description,2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
828,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),Job Description,3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1
829,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),Job Description,3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
830,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),Job Description,3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions"
831,Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
832,Data Analyst,$47K-$85K (Glassdoor est.),Job Description,3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing"
833,Data Scientist,-1,Job Description,-1,WeRide.ai,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
834,Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Job Description,4.6,"Greenwich Biosciences
4.6","Carlsbad, CA","Carlsbad, CA",201 to 500 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
835,Analytics Manager,-1,Job Description,3.3,"FrankCrum Staffing
3.3","Tallahassee, FL","Clearwater, FL",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
836,Data Engineer,$65K-$124K (Glassdoor est.),Job Description,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
837,Data Scientist,$87K-$141K (Glassdoor est.),Job Description,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
838,Data Scientist,$56K-$95K (Glassdoor est.),Job Description,4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX"
839,Data Scientist,$71K-$121K (Glassdoor est.),Job Description,3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT",1 to 50 employees,-1,School / School District,K-12 Education,Education,$5 to $10 million (USD),-1
840,Machine Learning Engineer,$62K-$112K (Glassdoor est.),Job Description,4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek"
841,Data Scientist,$64K-$108K (Glassdoor est.),Job Description,3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
842,Data Scientist,-1,Job Description,-1,ODSC Hiring Partner,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
843,Data Scientist,-1,Job Description,4,"Two95 International Inc.
4.0","Chicago, IL","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
844,Data Science Manager,-1,Job Description,-1,Decode_M,"New York, NY","New York, NY",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
845,Senior Data Scientist,$89K-$144K (Glassdoor est.),Job Description,4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
846,Data Scientist,-1,Job Description,4.4,"Vbeyond Corporation
4.4","Bellevue, WA","Hillsborough, NJ",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
847,Data Scientist,-1,Job Description,-1,Point72 Ventures,"Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,-1
848,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),Job Description,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan"
849,Data Scientist,-1,Job Description,3.9,"Cuboid IT Solutions
3.9","Phoenix, AZ","San Jose, CA",501 to 1000 employees,-1,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
850,Data Scientist,-1,Job Description,-1,Adyen N.V.,"Amsterdam, NY",-1,-1,-1,-1,-1,-1,-1,-1
851,Marketing Data Analyst,$35K-$62K (Glassdoor est.),Job Description,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1
852,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),Job Description,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1
853,Data Engineer,$55K-$105K (Glassdoor est.),Job Description,3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv"
854,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Job Description,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1
855,Principal Data Scientist,$135K-$211K (Glassdoor est.),Job Description,3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
856,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Job Description,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1
857,Data Engineer,$57K-$80K (Glassdoor est.),Job Description,3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM"
858,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
859,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),Job Description,3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
860,Senior Data Scientist,$82K-$132K (Glassdoor est.),Job Description,4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1
861,Data Scientist SR,$85K-$139K (Glassdoor est.),Job Description,3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos"
862,Data Scientist,-1,Job Description,3.5,"Technosoft Corporation
3.5","Detroit, MI","Southfield, MI",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
863,Data Scientist,$72K-$121K (Glassdoor est.),Job Description,3.4,"CompQsoft
3.4","Washington, DC","Houston, TX",51 to 200 employees,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
864,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),Job Description,2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1
865,Data Scientist,-1,Job Description,-1,SentiLink,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
866,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
867,Data Scientist,$69K-$121K (Glassdoor est.),Job Description,3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth"
868,Data Scientist,$71K-$124K (Glassdoor est.),Job Description,4,"Strategic Financial Solutions
4.0","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network"
869,Senior Data Scientist,$97K-$160K (Glassdoor est.),Job Description,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
